result_index	name	date
1518	Trunce 2 Junior	16-4-2012
1519	Trunce 2	16-4-2012
1234	Wardle Skyline	14-4-2012
1239	Coledale Horseshoe - men	14-4-2012
1238	Coledale Horseshoe - Ladies	14-4-2012
1623	Screel	14-4-2012
1235	Loughrigg	11-4-2012
1501	Todd Crag Juniors Under08	11-4-2012
1502	Todd Crag Juniors Under 12	11-4-2012
1503	Todd Crag Juniors Under 14	11-4-2012
1209	Peat Pits Wood & Shining Cliff Woods	8-4-2012
1210	Peat Pits Wood & Shining Cliff Woods - 5km	8-4-2012
1211	Peat Pits Wood & Shining Cliff Woods - u8	8-4-2012
1212	Peat Pits Wood & Shining Cliff Woods - u10	8-4-2012
1214	Peat Pits Wood & Shining Cliff Woods - u14	8-4-2012
1215	Peat Pits Wood & Shining Cliff Woods - u16	8-4-2012
1217	Pendle - Senior	7-4-2012
1218	Pendle - u18	7-4-2012
1219	Pendle - u16	7-4-2012
1220	Pendle - u14	7-4-2012
1221	Pendle - u12	7-4-2012
1222	Pendle - u10	7-4-2012
1223	Pendle - u08	7-4-2012
3783	Rivington Pike	4-4-2012
1216	Blubberhouses Moor 25	1-4-2012
1245	Mynd Mac	1-4-2012
1205	Midgley Moor	31-3-2012
1226	Causey Pike	31-3-2012
1233	Llantysilio	31-3-2012
1516	Trunce 1	26-3-2012
1517	Trunce 1 Junior	26-3-2012
1201	Edale Skyline	25-3-2012
1202	Rivock Edge	25-3-2012
1579	Blakey Blitz	25-3-2012
1208	Deuchary Hill Canter	25-3-2012
1207	Birnam Hill Classic	24-3-2012
1232	Ras yr Aran	24-3-2012
1206	Tay Dash	23-3-2012
1184	Heptonstall	18-3-2012
1180	Lads Leap	17-3-2012
1181	Lads Leap - Ladies	17-3-2012
1185	Glen Mona	17-3-2012
1585	Fiendsdale	17-3-2012
1171	Ian Roberts	11-3-2012
1177	Wolfs Pit	11-3-2012
1182	Wolfs Pit - junior	11-3-2012
1178	Windmills Whizz - Fell Race For Life	10-3-2012
1170	Cloud Nine	4-3-2012
1173	Tour of Torpantau	4-3-2012
1174	Brough Law	4-3-2012
1507	Bishop Hill	4-3-2012
1175	Carding Mill Canter	3-3-2012
1193	Pipe Dream	3-3-2012
1196	Black Combe	3-3-2012
1231	Dash in the Dark	2-3-2012
1549	Commondale Clart	26-2-2012
1167	High Cup Nick	25-2-2012
1229	Ras Moel y Ci	25-2-2012
1230	Blaenbran Blast	25-2-2012
1632	Quantocks	25-2-2012
1163	Mr Sparkles Dark un	24-2-2012
1160	Studmarks From The Summit	19-2-2012
1162	Golden Pearl Reston Scar	19-2-2012
1186	Baldwin Valleys	18-2-2012
1157	Norman Matthews Winter Hill	12-2-2012
1547	The Beacon	12-2-2012
1159	Wadsworth Trog	11-2-2012
1228	Tarren Hendre	11-2-2012
1543	Carnethy 5	11-2-2012
1195	Long Mynd	5-2-2012
1571	Sidmouth 4 Trigs Challenge	5-2-2012
1156	Titterstone Clee	4-2-2012
1155	Tigger Tor	29-1-2012
1187	Greeba Fell	28-1-2012
1603	Kinder Trial	28-1-2012
1138	Lambs Longer Leg	15-1-2012
1140	Trig Point	15-1-2012
1143	Trigger	15-1-2012
1582	Clay Bank East	15-1-2012
1152	White Holme Circular	15-1-2012
1139	Ashurst Beacon	14-1-2012
1145	Peat Pits Wood & Shining Cliff Woods - 7km	8-1-2012
1146	Peat Pits Wood & Shining Cliff Woods - 2km	8-1-2012
1147	Peat Pits Wood & Shining Cliff Woods - u8	8-1-2012
1148	Peat Pits Wood & Shining Cliff Woods - u10	8-1-2012
1149	Peat Pits Wood & Shining Cliff Woods - u12	8-1-2012
1150	Peat Pits Wood & Shining Cliff Woods - u14	8-1-2012
1151	Peat Pits Wood & Shining Cliff Woods - u16	8-1-2012
1142	Ovenden	7-1-2012
1087	Morning After	1-1-2012
1088	Giants Tooth	1-1-2012
1580	Captain Cooks Races	1-1-2012
1136	Nine Standards	1-1-2012
1137	Hillforts And Headaches	1-1-2012
1188	St Johns Fell	1-1-2012
1083	Peak O Trial - short	28-12-2011
1084	Peak O Trial - long	28-12-2011
1082	Wansfell	27-12-2011
1085	Whinberry Naze	26-12-2011
1086	Forest Burn	26-12-2011
1091	Turkey Trot	26-12-2011
1092	Jubilee Plunge	26-12-2011
1095	Corndon Classic	18-12-2011
1089	Mortimer Forest	11-12-2011
1077	Bolton By Bowland	4-12-2011
1078	Gravy Pud 5	4-12-2011
1075	Kirkbymoor	26-11-2011
1096	The Blorenge	26-11-2011
1097	Penmaenmawr	19-11-2011
1107	Harriers V Cyclists	19-11-2011
1072	Leg It Round Lathkil	13-11-2011
1099	Rhobell Fawr	13-11-2011
1063	Wadsworth Half Trog	12-11-2011
1064	 Burley Festival Moor Run	12-11-2011
1065	Dunnerdale	12-11-2011
1062	Cop Hill	6-11-2011
1101	Clwydian Hills	6-11-2011
1061	Shepherds Skyline	5-11-2011
1735	Wild Boar	5-11-2011
1059	Bronte Way	30-10-2011
1060	Great Whernside	29-10-2011
1100	Sugar Loaf	29-10-2011
1111	Passing Clouds	23-10-2011
1058	Race You To The Summit	22-10-2011
1103	Ron Skilton	16-10-2011
1098	Ceiriog Canter	15-10-2011
1047	Windgather	9-10-2011
1048	Breidden Hills	9-10-2011
1049	Breidden Hills - juniors	9-10-2011
1053	Beefys Nab - seniors	9-10-2011
1054	Beefys Nab - under 12	9-10-2011
1055	Beefys Nab - under 10	9-10-2011
1056	Beefys Nab - under 08	9-10-2011
1044	Good Shepherd	8-10-2011
1094	Slieve Gallion	8-10-2011
1112	Langdale Horseshoe	8-10-2011
1213	Peat Pits Wood & Shining Cliff Woods - u12	8-10-2011
1040	Hope Moors & Tors	2-10-2011
1043	Arenig Fawr	2-10-2011
1113	Sandstone Trail Race A	2-10-2011
1114	Sandstone Trail Race B	2-10-2011
1039	Ravenstones Brow	1-10-2011
1051	Grin And Bear It	1-10-2011
1104	Fan Fawr	1-10-2011
1116	Longmynd Hike	1-10-2011
1118	Viking Chase 4 Peaks	25-9-2011
1550	Viking Chase	25-9-2011
1032	Whernside	24-9-2011
1042	Scafell Pike	24-9-2011
1019	Wroxall Round	18-9-2011
1026	Stanage Struggle	18-9-2011
1041	Settle Loop Tough Trail 	18-9-2011
1014	Lantern Pike	17-9-2011
1017	St Boniface Fell 	17-9-2011
1018	Ventnor Horseshoe	17-9-2011
1038	Three Shires	17-9-2011
1120	Simonside 	17-9-2011
1266	Borrowdale Shepherds Meet	17-9-2011
997	Yorkshireman - Full Solo	11-9-2011
998	Yorkshireman - Full Pairs	11-9-2011
999	Yorkshireman - Half	11-9-2011
1002	Lake District Mountain Trial - Classic	11-9-2011
1003	Lake District Mountain Trial - Medium	11-9-2011
1004	Lake District Mountain Trial - Short	11-9-2011
1006	Great Westmorland Trail	11-9-2011
1010	Coombes Tor	11-9-2011
1015	Padfield Plum Fair Scamper	11-9-2011
1016	Padfield Plum Fair Scamper - juniors	11-9-2011
1023	Stretton Skyline	11-9-2011
993	Turner Landscape	10-9-2011
994	Devils Beeftub - Ladies	10-9-2011
995	Devils Beeftub - Men	10-9-2011
1007	Hodder Valley Show	10-9-2011
1011	Hades Hill	8-9-2011
989	Ilkley Incline	7-9-2011
990	Exterminator	4-9-2011
987	Hesket Newmarket Show	3-9-2011
1037	Ben Nevis	3-9-2011
1013	Longshaw Sheepdog Trials	3-9-2011
996	Grisedale Horseshoe	3-9-2011
1153	Great Longstone Chase	2-9-2011
969	Bradbourne	28-8-2011
982	Grasmere Senior Guides Race	28-8-2011
1126	Cnicht	28-8-2011
964	Dufton Show	27-8-2011
971	Arnison Horseshoe	27-8-2011
972	Rise Hill	27-8-2011
1128	Donard - Commedagh	27-8-2011
1134	Tour Of Norland Moor	26-8-2011
961	Ragleth Inn	24-8-2011
984	Chunal	24-8-2011
986	Round Latrigg	24-8-2011
1129	Tryfan Downhill Dash	24-8-2011
1130	Harrock Hill 4	24-8-2011
985	Shipman Knotts	23-8-2011
952	Sedbergh Hills	21-8-2011
1132	Lomonds Of Fife	21-8-2011
1133	Lakeland Country Fair	21-8-2011
951	Burnsall	20-8-2011
960	Weasdale Horseshoe	20-8-2011
954	Denis Stitt Memorial Race	18-8-2011
946	Eccles Pike	17-8-2011
938	Boulsworth - Men	14-8-2011
937	Boulsworth - Women	14-8-2011
927	Round Hill	7-8-2011
1046	Worsthorne Moor	7-8-2011
926	Teggs Nose	6-8-2011
928	Osmotherley Show	6-8-2011
930	Long Tour Of Bradwell	6-8-2011
931	Great West	6-8-2011
934	Cutthroat	5-8-2011
941	Milford Chevin 1	4-8-2011
911	Hailstorm Hill	3-8-2011
933	Cracken Edge	3-8-2011
906	Bradwell	2-8-2011
917	Gritstone Tryal	30-7-2011
913	Whittle Pike - Men	30-7-2011
914	Whittle Pike - Ladies	30-7-2011
1025	North Barrule	30-7-2011
919	Heart Of The Lakes Rydal Round	28-7-2011
925	Allan Greenwood's 50th Birthday Bash	26-7-2011
1071	Harrock Hill 3	25-7-2011
922	Bingley Show	24-7-2011
924	Great Hucklow	24-7-2011
916	Turnslack	23-7-2011
905	Shining Tor	21-7-2011
909	Sheldon	21-7-2011
912	Blisco Dash	20-7-2011
923	Coniston Country Fair	18-7-2011
881	Kentmere	17-7-2011
896	Oldfield	17-7-2011
897	Holme Moss	17-7-2011
880	Oxenhope 	16-7-2011
884	English Junior Uphill Championships - Under 18	16-7-2011
885	English Junior Uphill Championships - Under 16	16-7-2011
886	English Junior Uphill Championships - Under 14	16-7-2011
887	English Junior Uphill Championships - Under 12	16-7-2011
888	English Junior Uphill Championships - Under 10	16-7-2011
889	English Junior Uphill Championships - Under 08	16-7-2011
907	Bull Hill	14-7-2011
1012	Beacon Hill	14-7-2011
878	Stiperstones	13-7-2011
879	Stirton	13-7-2011
876	Waugh's Well	12-7-2011
883	Peak Forest	10-7-2011
893	Bollington Nostalgia Race	10-7-2011
958	Bampton	10-7-2011
872	Heptonstall Festival	9-7-2011
873	Laxey	9-7-2011
882	Wasdale	9-7-2011
892	Tal Y Fan	9-7-2011
920	Baildon Carnival	9-7-2011
921	Baildon Carnival - juniors	9-7-2011
910	Reston Scar Scamper	6-7-2011
900	Saltwell Harriers	5-7-2011
894	Hathersage Gala	4-7-2011
874	Oakworth Haul	2-7-2011
891	Chevy Chase	2-7-2011
870	Badger 2	30-6-2011
866	Cragg Vale	29-6-2011
871	Eddie's Revenge	29-6-2011
854	Moel-y-gamelin	26-6-2011
855	Loughrigg And Silverhowe Chase - Men	26-6-2011
856	Loughrigg And Silverhowe Chase - Ladies	26-6-2011
865	Langley Fete	26-6-2011
944	Windy Gyle	26-6-2011
842	Comptons Cross	25-6-2011
843	Whaley Waltz	25-6-2011
853	Tyn-y-Groes Hill Race	25-6-2011
955	Eldwick Gala - Junior	25-6-2011
846	Tideswell	24-6-2011
827	Riber Run	22-6-2011
828	Pontesbury	22-6-2011
852	Hotfoot up Famau	22-6-2011
943	Harrock Hill 2	22-6-2011
826	Calton	21-6-2011
825	Trunce 5	20-6-2011
806	Sutton Pinnacles	19-6-2011
809	Kinder Trog	19-6-2011
820	Flagstaff To Carlingford	19-6-2011
822	Bradda Fell	19-6-2011
829	Settle Hills	19-6-2011
837	Tom Tittiman	19-6-2011
805	Cononley	18-6-2011
811	James Blakeley Fell Race	18-6-2011
812	Darren Jones Clougha Pike - seniors and u18	18-6-2011
813	Darren Jones Clougha Pike - u18	18-6-2011
814	Darren Jones Clougha Pike - u16	18-6-2011
815	Darren Jones Clougha Pike - u14	18-6-2011
816	Darren Jones Clougha Pike - u12	18-6-2011
817	Darren Jones Clougha Pike - u10	18-6-2011
818	Darren Jones Clougha Pike - u08	18-6-2011
819	Buckden Pike	18-6-2011
823	Great Hill Race	18-6-2011
824	James Blakeley Fell Race	18-6-2011
830	Reservoir Bogs	18-6-2011
833	Reservoir Bogs - U8	18-6-2011
834	Reservoir Bogs - U10	18-6-2011
835	Reservoir Bogs - U12	18-6-2011
836	Reservoir Bogs - U14	18-6-2011
851	Moel Hebog	18-6-2011
898	Great Lakes Run	18-6-2011
831	Wicken Hill Whizz	17-6-2011
821	Grindleford	16-6-2011
863	Two Lads	16-6-2011
804	Tebay	15-6-2011
810	Kettleshulme	15-6-2011
862	Rodneys Pillar	15-6-2011
860	Moleside	14-6-2011
792	Shining Cliff Woods 3	12-6-2011
794	UK European Champs - Men	12-6-2011
795	UK European Champs - Ladies	12-6-2011
796	UK European Champs - Junior Men	12-6-2011
797	UK European Champs - Junior Ladies	12-6-2011
803	Knowl Hill	12-6-2011
1767	Wharmton Dash	12-6-2011
798	Weets 40th Anniversary	11-6-2011
849	Foel Fras	11-6-2011
858	Traprain Law	11-6-2011
1765	Wharmton Dash	10-6-2011
791	Hebden Bridge	9-6-2011
801	Abbey Anniversary 	9-6-2011
793	Calver Peak	8-6-2011
800	Boar's Head	8-6-2011
844	Holcombe 2 Towers	8-6-2011
789	Paddy's Pole	7-6-2011
787	Edenfield	5-6-2011
788	Yetholm	5-6-2011
777	Wincle Trout - juniors	4-6-2011
778	Wincle Trout	4-6-2011
779	Pen Y Ghent	4-6-2011
781	Duddon	4-6-2011
782	Duddon - short	4-6-2011
783	Alwinton	4-6-2011
784	Glas Tulaichean Uphill Race	4-6-2011
785	Wharfedale Off Road Marathon	4-6-2011
786	Wharfedale Off Road Half Marathon	4-6-2011
945	Alwinton	4-6-2011
780	Henderson's End	2-6-2011
763	Batch Bash	1-6-2011
764	Blencathra	1-6-2011
776	Otley Chevin	1-6-2011
762	Austwick Amble	30-5-2011
766	Austwick Amble - under 12	30-5-2011
767	Austwick Amble - under 16	30-5-2011
774	Shutlingsloe	30-5-2011
770	Helvellyn And The Dodds	29-5-2011
735	Intercounties Championship - Broughton Heights	28-5-2011
761	Jura	28-5-2011
768	Cader Idris	28-5-2011
769	Hutton Roof Crags	28-5-2011
753	Vanessa Chappell	25-5-2011
942	Harrock Hill 1	25-5-2011
749	Coppice	24-5-2011
750	Coppice under 9	24-5-2011
751	Coppice juniors	24-5-2011
752	Totley Moor	24-5-2011
738	Trunce 4	23-5-2011
728	New Dungeon Ghyll	21-5-2011
747	Old Counties Tops	21-5-2011
754	Carneddau	21-5-2011
726	Blackstone Edge	18-5-2011
744	Latrigg	18-5-2011
734	Lantern Pike	17-5-2011
740	Carraghan Fell	17-5-2011
743	Stanhill	17-5-2011
746	Stanhill - junior	17-5-2011
691	Sirhowy Challenge	15-5-2011
692	Bollington Festival 3 Peaks	14-5-2011
708	Mount Famine	14-5-2011
730	Mearley Clough - Ladies	14-5-2011
731	Mearley Clough - Men	14-5-2011
802	Fairfield Horseshoe	14-5-2011
727	Rainow 5	11-5-2011
755	Caradoc Classic	11-5-2011
686	Burbage Skyline	10-5-2011
689	Jack Bloor Race	10-5-2011
760	Burbage Skyline	10-5-2011
737	Trunce 3	9-5-2011
671	Cheviot Summit	8-5-2011
672	Crowden Horseshoe	8-5-2011
736	Bluebell Run	8-5-2011
667	Winter Hill	7-5-2011
668	Cressbrook Crawl	7-5-2011
669	Pendle Cloughs	7-5-2011
670	Buttermere Sailbeck	7-5-2011
722	Belmont Winter Hill	7-5-2011
723	Cake Race	7-5-2011
655	Flower Scar	4-5-2011
663	Lothersdale	4-5-2011
664	Lothersdale under 8	4-5-2011
665	Lothersdale under 10	4-5-2011
666	Lothersdale under 12	4-5-2011
688	Caw	4-5-2011
721	Tigers Todger	4-5-2011
1261	Dockray - Hartside	4-5-2011
654	Coiners	2-5-2011
656	Coiners under 8	2-5-2011
657	Coiners under 10	2-5-2011
658	Coiners under 12	2-5-2011
659	Coiners under 14	2-5-2011
660	Coiners under 16	2-5-2011
661	Coiners under 18	2-5-2011
652	Great Hameldon	1-5-2011
733	Coniston	30-4-2011
719	Stuc A' Chroin 5000	30-4-2011
720	Three Peaks	30-4-2011
757	Red Kite	30-4-2011
717	Lords Seat	27-4-2011
756	Wrekin Streak	27-4-2011
648	Shining Cliffs 2	24-4-2011
649	Shining Cliffs 2 short	24-4-2011
646	Manx Mountain Marathon	23-4-2011
647	Half Manx Mountain Marathon	23-4-2011
715	Rivington Pike	23-4-2011
650	Hartcliff Hill	21-4-2011
693	Trunce 2	18-4-2011
641	Coledale Horseshoe	16-4-2011
710	Screel Hill Race	16-4-2011
636	Loughrigg	13-4-2011
638	Kinder Downfall	10-4-2011
640	Wardle Skyline	9-4-2011
644	Mourne Peaks	9-4-2011
687	Sugar Loaf	9-4-2011
651	Grisedale Grind	6-4-2011
635	Blubberhouses Moor 25	3-4-2011
637	Lad's Leap	3-4-2011
840	Snaefell	2-4-2011
630	Trunce 1	28-3-2011
684	Deuchary Hill	27-3-2011
685	Edale Skyline	27-3-2011
628	Midgley Moor	26-3-2011
629	Causey Pike	26-3-2011
683	Birnam Hill	26-3-2011
624	Heptonstall	20-3-2011
625	Brough Law	20-3-2011
627	Wolf's Pit	20-3-2011
682	Yr Aran	19-3-2011
618	Ian Roberts	13-3-2011
621	Ellan Vannin	13-3-2011
617	Glenariff	12-3-2011
619	Windmills Whizz	12-3-2011
605	Long Mynd Valley	6-3-2011
610	Cloud Nine	6-3-2011
676	Bishop Hill	6-3-2011
604	Black Combe	5-3-2011
611	Slieve Gullion	5-3-2011
612	Titterstone Clee	5-3-2011
841	Lads Leap	4-3-2011
599	Noonstone	26-2-2011
600	High Cup Nick	26-2-2011
596	Britain's Worst Fell Race	20-2-2011
673	Silver Howe	20-2-2011
598	Ovenden	19-2-2011
602	Quantocks	19-2-2011
603	Baldwin Valleys	19-2-2011
593	Winter Hill	13-2-2011
594	Wadsworth Trog	12-2-2011
694	Tarren Hendre	12-2-2011
586	Carding Mill Canter	5-2-2011
587	Wansfell	5-2-2011
615	Tigger Tor	30-1-2011
585	Greeba Fell	29-1-2011
614	Blakes Heaven	29-1-2011
581	Kinder Trial	22-1-2011
579	White Holme Circular	16-1-2011
580	Simonside Cairns	16-1-2011
759	Ashurst Beacon	15-1-2011
690	Carnethy 5	12-1-2011
578	Shining Cliffs	9-1-2011
699	Clay Bank East	9-1-2011
758	Trig Point	9-1-2011
571	Giant's Tooth	1-1-2011
573	Captain Cook's Races	1-1-2011
574	Hillforts And Headaches	1-1-2011
575	St Johns Fell 	1-1-2011
577	Nine Standards	1-1-2011
570	Peak O Trial	28-12-2010
569	Cruim Leacainn	26-12-2010
568	Whinberry Naze	26-12-2010
562	Gravy Pud 5	5-12-2010
563	Cardington Cracker	5-12-2010
564	Bolton by Bowland	5-12-2010
558	Famous Grouse	28-11-2010
560	David Staff Memorial	28-11-2010
549	Rivock Edge	21-11-2010
550	Druim Fada	21-11-2010
557	Penmaenmawr	20-11-2010
552	Leg It Round Lathkil	14-11-2010
554	Roaches	14-11-2010
561	Cop Hill	7-11-2010
556	Shepherds Skyline	6-11-2010
548	Bronte Way	31-10-2010
547	Great Whernside	30-10-2010
543	Race You To The Summit	23-10-2010
542	Beefy's Nab	10-10-2010
551	Arenig Fawr	3-10-2010
536	Butser Hill Challenge	26-9-2010
532	Thieveley Pike	25-9-2010
537	Whernside	25-9-2010
539	Black Mountains	24-9-2010
526	Stanage Struggle	19-9-2010
527	Orton Autumn Fair	19-9-2010
528	Orton Autumn Fair	19-9-2010
529	Orton Autumn Fair	19-9-2010
980	Wroxall Round	19-9-2010
525	Lantern Pike	18-9-2010
530	Three Shires	18-9-2010
978	St Boniface Fell	18-9-2010
979	Ventnor Horseshoe	18-9-2010
517	Milford Chevin - long	13-9-2010
518	Milford Chevin - short	13-9-2010
511	Lake District Mountain Trial - men	12-9-2010
512	Lake District Mountain Trial - women	12-9-2010
513	Lake District Mountain Trial - short	12-9-2010
515	Settle Loop Tough Trail	12-9-2010
519	Yorkshireman Off Road Marathon	12-9-2010
520	Yorkshireman Off Road Half	12-9-2010
524	Stretton Skyline	12-9-2010
508	Great Westmorland Trail - seniors	11-9-2010
509	Great Westmorland Trail - under 12	11-9-2010
510	Great Westmorland Trail - under 16	11-9-2010
514	Hodder Valley	11-9-2010
516	Good Shepherd	11-9-2010
506	Ilkley Incline	8-9-2010
492	Exterminator	5-9-2010
487	Blackshaw Head	4-9-2010
488	Longshaw	4-9-2010
503	Grisedale Horseshoe	4-9-2010
3738	Great Longstone	4-9-2010
507	Shipman Knotts	31-8-2010
484	Weasdale Horseshoe	30-8-2010
522	Bradbourne	29-8-2010
531	Grasmere Senior Guides Race	29-8-2010
485	Pendleton	28-8-2010
496	Dentdale	28-8-2010
501	Oke Croak	28-8-2010
523	Arnison Crag Horseshoe	28-8-2010
478	Chunal	25-8-2010
483	Round Latrigg	25-8-2010
494	Harrock Hill 4	25-8-2010
454	Hotfoot Up Famau	23-8-2010
449	Sedbergh Hills	22-8-2010
450	Brecon Beacons	21-8-2010
451	Burnsall Classic	21-8-2010
467	Darwen Gala	21-8-2010
482	Denis Stitt Memorial Race	19-8-2010
440	Eccles Pike	18-8-2010
469	Golf Ball	18-8-2010
384	Worsthorne Moor - men	15-8-2010
385	Worsthorne Moor - ladies	15-8-2010
441	Lakeland Country Fair	15-8-2010
442	Belper Rugby Rover	15-8-2010
439	Broughton Mills	14-8-2010
470	Pilgrims Cross	11-8-2010
355	Llanberis Trial - senior men	8-8-2010
356	Llanberis Trial - senior ladies	8-8-2010
357	Llanberis Trial - junior men	8-8-2010
358	Llanberis Trial - junior ladies	8-8-2010
359	Boulsworth - men	8-8-2010
360	Boulsworth - ladies	8-8-2010
361	Bingley Show	8-8-2010
473	Osmotherley Show	7-8-2010
350	Teggs Nose	7-8-2010
538	The Fox Trot	7-8-2010
348	Chevin Hill	5-8-2010
334	Cracken Edge	4-8-2010
471	Whittle Pike	4-8-2010
345	Crow Hill	3-8-2010
346	Bradwell	3-8-2010
343	Round Hill	1-8-2010
337	Dollar	31-7-2010
344	Push up the Pincyn	31-7-2010
335	Rydal Round	29-7-2010
382	Harrock Hill 3	28-7-2010
301	Kentmere	25-7-2010
342	Gritstone Tryal	25-7-2010
347	Wormstones	25-7-2010
297	Turnslack	24-7-2010
336	Sheldon	22-7-2010
299	Blisco Dash	21-7-2010
291	Coniston Country Fair	18-7-2010
293	Holme Moss	18-7-2010
295	Gravy 6	18-7-2010
296	Oxenhope	17-7-2010
332	Beacon Hill	15-7-2010
290	Widdop	14-7-2010
406	Stiperstones	14-7-2010
279	Waugh's Well	13-7-2010
268	Broomhead Chase	11-7-2010
269	Charlesworth & Chisworth Challenge	11-7-2010
284	Bollington Nostalgia	11-7-2010
354	Peak Forest	11-7-2010
267	Baildon Carnival	10-7-2010
270	Morton Gala	10-7-2010
272	Thurlstone Chase	10-7-2010
274	Addingham Gala	10-7-2010
280	Wasdale	10-7-2010
285	Warton Crag	10-7-2010
443	Bull Hill	8-7-2010
257	Stirton	7-7-2010
411	Reston Scar Scamper	7-7-2010
353	Saltwell Harriers	6-7-2010
259	Hathersage Gala	5-7-2010
262	TTT race 3	4-7-2010
264	Skiddaw	4-7-2010
445	Comptons Cross	4-7-2010
261	TTT race 2	3-7-2010
263	Oakwork Haul	3-7-2010
282	Cliffhanger	3-7-2010
286	Chevy Chase	3-7-2010
466	Tockholes	3-7-2010
260	TTT race 1	2-7-2010
256	Badger 2	1-7-2010
278	Hope Wakes	30-6-2010
455	Llanberis	29-6-2010
247	Loughrigg - Silver Howe	27-6-2010
283	Cronkley	27-6-2010
325	Arnison Dash	27-6-2010
326	Arnison Dash under 08	27-6-2010
327	Arnison Dash under 10	27-6-2010
328	Arnison Dash under 12	27-6-2010
329	Arnison Dash under 14	27-6-2010
330	Arnison Dash under 16	27-6-2010
331	Arnison Dash under 18	27-6-2010
472	Eldwick Gala	26-6-2010
251	Whaley Waltz	26-6-2010
287	Tideswell	25-6-2010
468	Jon Clarke Memorial Race	25-6-2010
245	Blackamoor	24-6-2010
246	Beamsley Beacon	24-6-2010
444	Eddie's Revenge	24-6-2010
244	Riber Run	23-6-2010
249	Harrock Hill  2	23-6-2010
266	Langstrath	23-6-2010
404	Pontesbury	23-6-2010
252	Calton 	22-6-2010
464	Beacon Batch	22-6-2010
233	Tom Tittiman	20-6-2010
238	Sutton Pinnacles	20-6-2010
243	Settle Hills	20-6-2010
248	Windy Gyle	20-6-2010
258	Hunshelf Amble	20-6-2010
448	Sutton Pinnacles	20-6-2010
463	Sutton Pinnacles	20-6-2010
465	Aggies Staircase	20-6-2010
230	Buckden Pike	19-6-2010
232	Reservoir Bogs	19-6-2010
239	Great Lakes Run	19-6-2010
242	James Blakeley	19-6-2010
446	Great Hill	19-6-2010
453	Moel Hebog	19-6-2010
231	Wicken Hill	18-6-2010
447	Two Lads	17-6-2010
403	Rodneys Pillar Handicap	16-6-2010
224	St Ives Trail	15-6-2010
240	Up the Beast	15-6-2010
225	Edale	13-6-2010
479	Kinder Trog	13-6-2010
220	Ennerdale	12-6-2010
452	Foel Fras	12-6-2010
457	Foel	12-6-2010
475	Man V Horse Marathon	12-6-2010
476	Traprain Law	12-6-2010
212	Barley Cabin	11-6-2010
125	Hebden Bridge	10-6-2010
211	Boar's Head	9-6-2010
214	Calver Peak	9-6-2010
438	Holcombe Two Towers	9-6-2010
462	Y Garn	8-6-2010
213	Edenfield	6-6-2010
432	Mallerstang & Nine Standards Yomp	6-6-2010
433	Shining Cliff Woods 3	6-6-2010
434	Uk European Champs. Trial - men	6-6-2010
435	Uk European Champs. Trial - ladies	6-6-2010
436	Uk European Champs. Trial - jun men	6-6-2010
437	Uk European Champs. Trial - jun ladies	6-6-2010
209	Wincle Trout	5-6-2010
210	Wincle Trout - junior	5-6-2010
216	Pen Y Ghent	5-6-2010
222	Alwinton	5-6-2010
423	Duddon	5-6-2010
425	Glas Tulaichean Uphill Race	5-6-2010
428	Wharfedale Marathon	5-6-2010
430	Wharfedale Off Road 1/2 Marathon	5-6-2010
424	Duddon - short	4-6-2010
218	Hendersons End	3-6-2010
219	Hendersons End - junior	3-6-2010
124	Chevin	2-6-2010
217	Blencathra	2-6-2010
402	Batch Bash	2-6-2010
120	Paddy's Pole	1-6-2010
419	Ossy Oiks	1-6-2010
420	Two Riggs	1-6-2010
110	Shutlingsloe	31-5-2010
112	Austwick Amble	31-5-2010
289	Trefonen	31-5-2010
541	Bamford Sheepdog Trials	31-5-2010
317	Shutlingsloe	31-5-2010
318	Shutlingsloe under 08	31-5-2010
319	Shutlingsloe under 10	31-5-2010
320	Shutlingsloe under 12	31-5-2010
321	Shutlingsloe under 14	31-5-2010
322	Shutlingsloe under 16	31-5-2010
323	Shutlingsloe under 16	31-5-2010
324	Shutlingsloe under 18	31-5-2010
333	Helvellyn	30-5-2010
118	Jura	29-5-2010
221	Ras y Gader	29-5-2010
237	New Dungeon Ghyll	29-5-2010
108	Vanessa Chappel	26-5-2010
115	Harrock Hill 1	26-5-2010
417	Coppice	25-5-2010
456	Aber	25-5-2010
100	Glaramara	23-5-2010
107	Lletty Inter County	22-5-2010
415	Durris Mast	20-5-2010
96	Blackstone Edge	19-5-2010
99	Kildwick	19-5-2010
101	Goyts Moss	19-5-2010
414	Latrigg	19-5-2010
80	Stanhill	18-5-2010
412	Fox & Hounds Chase	18-5-2010
413	Totley Moor	18-5-2010
98	Chedar Chase	16-5-2010
410	Creg-ny-baa	16-5-2010
87	Mount Famine	15-5-2010
407	Annalong Horseshoe	15-5-2010
408	Cribyn	15-5-2010
409	airfield Horseshoe	15-5-2010
77	Milk Churn	14-5-2010
76	Rainow 5	12-5-2010
401	Caradoc Classic	12-5-2010
400	Jack Bloor	11-5-2010
460	Moel y Gest	11-5-2010
81	Mytholmroyd	9-5-2010
103	Bollington Festival	8-5-2010
82	Belmont Winter Hill	8-5-2010
395	Buttermere Sailbeck	8-5-2010
396	Carneddau	8-5-2010
397	Cressbrook Crawl	8-5-2010
390	Flower Scar	5-5-2010
391	Tigers Todger	5-5-2010
